,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
2286,NCM05,OUT045,3934.8779999999997
2287,FDO25,OUT013,6291.81
2288,NCM54,OUT046,876.1928
2289,NCL54,OUT046,3151.8972
2290,FDL39,OUT010,3453.5046
2291,FDF53,OUT018,5469.547
2292,NCQ42,OUT035,1752.3856
2293,FDF58,OUT013,1201.769
2294,FDZ04,OUT035,1581.275
2295,FDE26,OUT019,575.2512
2296,FDS60,OUT017,2157.192
2297,FDV58,OUT017,4306.3944
2298,FDM04,OUT045,708.4112
2299,FDE08,OUT035,882.8508
2300,NCB43,OUT049,2221.1088
2301,FDU11,OUT010,1470.0864
2302,FDF22,OUT019,4181.224
2303,FDE24,OUT013,427.4436
2304,DRJ49,OUT046,2576.646
2305,NCQ53,OUT035,8508.924
2306,NCL41,OUT013,645.1602
2307,FDR22,OUT013,1890.2062
2308,FDH04,OUT035,1125.202
2309,DRH15,OUT045,1537.9979999999998
2310,FDY40,OUT049,708.4112
2311,NCI17,OUT035,2496.75
2312,NCC18,OUT013,2109.2544
2313,FDY28,OUT027,249.0092
2314,FDB45,OUT027,215.7192
2315,NCL30,OUT018,7158.6816
2316,FDM10,OUT017,3520.0846
2317,FDH22,OUT027,131.1626
2318,NCZ53,OUT017,3781.744
2319,NCI18,OUT013,2804.3496
2320,FDH14,OUT027,284.9624
2321,FDR36,OUT027,131.8284
2322,FDW01,OUT045,1640.5312
2323,FDK02,OUT027,524.6504
2324,FDJ02,OUT018,3266.4148
2325,FDU55,OUT013,5424.9384
2326,NCV18,OUT027,243.6828
2327,FDH14,OUT018,1006.6896
2328,FDZ37,OUT045,426.11199999999997
2329,FDX49,OUT049,2563.33
2330,NCD43,OUT046,193.082
2331,FDZ07,OUT013,1898.8616
2332,FDK43,OUT035,2812.3392
2333,FDR32,OUT018,9390.4432
2334,FDT39,OUT013,1414.1592
2335,NCV54,OUT017,1896.1984
2336,FDF38,OUT018,1358.2320000000002
2337,FDV60,OUT046,1767.6989999999998
2338,FDH44,OUT027,604.5464
2339,FDS21,OUT046,770.3306
2340,NCL41,OUT045,519.3240000000001
2341,FDM46,OUT017,1304.968
2342,FDU27,OUT045,1166.4816
2343,NCJ54,OUT017,2812.3392
2344,DRG51,OUT018,5221.8694
2345,NCA29,OUT019,1018.674
2346,FDR47,OUT045,3731.809
2347,NCL19,OUT027,487.3656
2348,DRG01,OUT049,778.9860000000001
2349,FDG10,OUT046,1464.76
2350,NCV05,OUT049,1973.4312
2351,NCH18,OUT019,1826.9552
2352,FDV14,OUT018,3858.9768
2353,DRJ23,OUT035,3475.4759999999997
2354,DRJ11,OUT046,1701.7848
2355,FDZ03,OUT017,1701.7848
2356,FDI27,OUT010,356.8688
2357,FDJ14,OUT018,5093.37
2358,FDU32,OUT017,2071.3038
2359,FDD47,OUT027,171.7764
2360,DRF36,OUT035,3014.7424
2361,FDM21,OUT046,1794.3310000000001
2362,FDV10,OUT018,769.6648
2363,FDH60,OUT018,4910.275
2364,FDX47,OUT010,1853.5872
2365,FDT19,OUT019,1211.756
2366,FDO11,OUT045,2013.3792
2367,FDH24,OUT027,477.3786
2368,FDL02,OUT018,3466.1548
2369,FDB02,OUT049,3896.2616
2370,FDA43,OUT046,1174.4712
2371,FDG52,OUT045,605.878
2372,DRC12,OUT013,3848.324
2373,FDY37,OUT018,3020.0688
2374,NCU18,OUT045,1404.838
2375,FDU09,OUT035,1547.3192
2376,DRJ25,OUT027,229.0352
2377,DRE12,OUT018,2396.88
2378,DRL47,OUT017,3271.7412
2379,DRK01,OUT046,1944.136
2380,FDC22,OUT019,5715.2272
2381,FDG44,OUT013,1037.3164
2382,FDW04,OUT035,1837.608
2383,FDK09,OUT049,905.488
2384,NCN43,OUT035,2059.9852
2385,FDG04,OUT049,4042.7376
2386,FDH32,OUT010,1834.279
2387,DRI47,OUT017,1589.2646
2388,DRE15,OUT013,1655.1788
2389,FDY11,OUT035,1120.5414
2390,FDO60,OUT049,784.3124
2391,FDQ20,OUT018,759.012
2392,FDO57,OUT027,449.415
2393,FDT14,OUT019,3355.632
2394,FDA57,OUT049,243.6828
2395,DRN35,OUT017,611.2044
2396,FDJ03,OUT046,591.2304
2397,FDX28,OUT017,2954.1546
2398,DRE25,OUT045,2082.6224
2399,FDR09,OUT046,3139.9128
2400,FDB23,OUT035,4514.124
2401,FDO08,OUT045,1018.674
2402,FDQ23,OUT049,1458.102
2403,FDW04,OUT013,1398.18
2404,DRK13,OUT010,995.3710000000001
2405,NCL17,OUT027,234.3616
2406,FDY21,OUT035,2876.256
2407,FDJ38,OUT027,382.1692
2408,FDA37,OUT019,253.00400000000002
2409,FDV43,OUT013,597.2226
2410,FDL36,OUT046,1771.0279999999998
2411,FDD53,OUT045,735.709
2412,FDZ19,OUT010,2093.2752
2413,FDV21,OUT045,1114.5492
2414,NCL54,OUT018,2954.1546
2415,DRI47,OUT027,168.4474
2416,DRG03,OUT049,2034.019
2417,FDG21,OUT013,2546.685
2418,FDW03,OUT018,966.7416
2419,NCI55,OUT046,2360.9268
2420,DRC36,OUT019,3896.2616
2421,FDH22,OUT017,1398.8458
2422,FDV20,OUT045,3095.97
2423,NCU41,OUT027,782.9808
2424,FDN46,OUT027,203.7348
2425,FDK50,OUT045,5592.72
2426,NCA05,OUT027,604.5464
2427,DRH01,OUT018,3889.6036
2428,FDT08,OUT018,4402.2696
2429,FDM08,OUT018,4364.319
2430,FDZ07,OUT035,1777.6860000000001
2431,FDS22,OUT017,452.744
2432,FDV35,OUT027,155.1314
2433,FDI28,OUT010,612.536
2434,FDW58,OUT027,487.3656
2435,FDT52,OUT045,2695.1584
2436,FDY34,OUT046,2302.3364
2437,FDR10,OUT046,2106.5912
2438,FDK57,OUT017,3475.4759999999997
2439,FDR02,OUT027,419.454
2440,FDX49,OUT046,4781.7756
2441,FDQ20,OUT046,365.5242
2442,DRK23,OUT045,2283.0282
2443,NCW06,OUT046,1731.7458
2444,FDR31,OUT017,2354.2688
2445,NCE43,OUT013,3111.9492
2446,DRO59,OUT027,157.1288
2447,FDN09,OUT049,2416.854
2448,FDR11,OUT046,3588.6620000000003
2449,FDO57,OUT013,1288.9888
2450,NCX18,OUT017,4517.4529999999995
2451,FDB05,OUT018,4705.8744
2452,FDQ08,OUT018,2266.3832
2453,NCG43,OUT035,2816.3340000000003
2454,FDJ56,OUT013,3295.71
2455,FDA13,OUT010,346.216
2456,FDO56,OUT017,468.7232
2457,FDB37,OUT018,6636.6944
2458,FDZ02,OUT018,2529.3742
2459,FDQ24,OUT046,3735.138
2460,FDM16,OUT013,1120.5414
2461,FDU35,OUT049,1379.5376
2462,FDT35,OUT035,1860.2452
2463,NCX30,OUT049,7370.406
2464,FDG04,OUT017,2432.1674
2465,FDI12,OUT035,856.8846
2466,FDE35,OUT035,644.4944
2467,NCP14,OUT027,243.6828
2468,NCY53,OUT045,1118.5439999999999
2469,FDP49,OUT017,1145.1760000000002
2470,FDQ04,OUT017,1480.0734
2471,FDM39,OUT035,4377.635
2472,FDO58,OUT019,4422.2436
2473,FDC56,OUT017,3456.1678
2474,NCQ54,OUT046,3617.9572
2475,FDV10,OUT027,135.8232
2476,NCK17,OUT046,852.2239999999999
2477,NCF55,OUT027,135.8232
2478,FDV33,OUT013,7843.124
2479,NCH29,OUT019,661.8052
2480,FDA37,OUT027,115.8492
2481,FDH46,OUT018,978.7260000000001
2482,FDS25,OUT035,2542.0244
2483,FDH04,OUT027,98.5384
2484,FDX52,OUT046,3781.744
2485,NCD42,OUT017,952.7598
2486,FDW47,OUT017,2450.144
2487,FDL25,OUT027,87.2198
2488,NCJ06,OUT010,3185.1872
2489,FDY09,OUT013,2061.3168
2490,FDS40,OUT046,872.8638
2491,FDH41,OUT017,3520.0846
2492,FDG38,OUT035,1278.336
2493,FDU03,OUT027,180.4318
2494,FDV20,OUT046,3095.97
2495,DRB13,OUT045,569.259
2496,NCQ30,OUT013,3635.268
2497,NCH06,OUT013,1826.9552
2498,FDU50,OUT018,2942.836
2499,NCO42,OUT019,3034.0506
2500,FDW09,OUT018,1885.5456
2501,FDH04,OUT013,1125.202
2502,FDC21,OUT045,1857.582
2503,FDL21,OUT049,679.1160000000001
2504,FDM46,OUT010,575.2512
2505,FDT22,OUT019,1225.072
2506,FDB28,OUT035,1186.4556
2507,FDI12,OUT018,4225.1668
2508,FDA28,OUT045,1635.8706
2509,FDF59,OUT013,885.5139999999999
2510,FDM45,OUT027,122.5072
2511,FDQ56,OUT017,1883.5482
2512,FDR46,OUT049,1904.1879999999999
2513,FDT01,OUT013,4136.6154
2514,FDD16,OUT027,229.701
2515,NCU30,OUT010,5077.3908
2516,FDM40,OUT010,3384.2614
2517,FDI56,OUT035,856.8846
2518,NCS30,OUT013,1205.098
2519,FDU08,OUT017,396.8168
2520,FDX51,OUT027,595.2252
2521,FDA43,OUT045,2277.036
2522,FDX59,OUT010,484.7024
2523,FDC37,OUT018,978.7260000000001
2524,FDP58,OUT013,2847.6266
2525,NCY42,OUT035,1985.4156
2526,FDF21,OUT018,4364.319
2527,FDU10,OUT027,36.619
2528,DRL47,OUT018,4751.8146
2529,FDA58,OUT018,7170.666
2530,FDJ22,OUT049,5105.3544
2531,FDK50,OUT046,5592.72
2532,FDO38,OUT035,2157.192
2533,DRF60,OUT035,3605.3070000000002
2534,NCZ42,OUT019,5313.7498
2535,FDD35,OUT049,1158.492
2536,FDL25,OUT045,1783.6782
2537,FDJ16,OUT013,1174.4712
2538,DRK59,OUT049,4633.968
2539,FDI50,OUT046,2684.5056
2540,NCB19,OUT045,1691.132
2541,DRI37,OUT035,801.6232
2542,FDA14,OUT027,822.263
2543,FDC08,OUT018,9390.4432
2544,FDS45,OUT046,958.752
2545,FDI21,OUT049,1406.1696
2546,DRJ47,OUT035,1751.0539999999999
2547,DRE37,OUT027,386.164
2548,FDT55,OUT018,6942.9624
2549,NCG42,OUT027,127.1678
2550,FDA31,OUT049,4942.8992
2551,NCW42,OUT046,5747.1856
2552,FDF50,OUT017,4068.7038
2553,FDK56,OUT049,5257.1568
2554,FDX10,OUT035,607.2096
2555,NCK07,OUT027,310.2628
2556,FDZ49,OUT017,2644.5576
2557,FDR33,OUT013,958.752
2558,FDO44,OUT018,4504.137
2559,FDA20,OUT046,3914.9040000000005
2560,NCL30,OUT045,876.1928
2561,FDI05,OUT019,968.7389999999999
2562,FDQ12,OUT018,7017.531999999999
2563,FDH47,OUT017,583.2408
2564,FDH34,OUT018,3372.9428
2565,FDF29,OUT046,2576.646
2566,FDG40,OUT018,970.7364
2567,NCE18,OUT017,5976.2208
2568,FDP21,OUT010,1337.5922
2569,FDY50,OUT013,1744.396
2570,FDB36,OUT049,3047.3666
2571,NCZ29,OUT049,1837.608
2572,FDU20,OUT018,4751.8146
2573,FDO56,OUT013,1874.8928
2574,FDW31,OUT049,3757.1094
2575,DRH59,OUT013,1025.3319999999999
2576,NCB30,OUT017,2587.9646
2577,FDK43,OUT027,425.4462
2578,FDW43,OUT045,3643.2576
2579,NCL19,OUT017,419.454
2580,FDJ27,OUT046,1488.0629999999999
2581,FDC45,OUT046,3435.528
2582,FDY40,OUT035,679.1160000000001
2583,NCM41,OUT035,1086.5856
2584,NCK18,OUT019,2246.4092
2585,FDP37,OUT049,2826.9868
2586,FDA27,OUT027,255.0014
2587,NCX30,OUT035,2964.1416
2588,FDR09,OUT017,3775.086
2589,FDG08,OUT027,336.8948
2590,NCU30,OUT013,2293.0152
2591,FDB16,OUT017,1318.2839999999999
2592,FDM16,OUT017,830.9184
2593,FDC48,OUT013,1198.44
2594,NCF18,OUT046,978.7260000000001
2595,FDU46,OUT018,2077.2960000000003
2596,FDH41,OUT018,8958.339
2597,NCN42,OUT010,882.8508
2598,FDU49,OUT046,1142.5128
2599,FDB20,OUT027,102.5332
2600,FDG50,OUT019,539.298
2601,FDW20,OUT045,2093.9410000000003
2602,NCO55,OUT049,1637.868
2603,FDX48,OUT046,1177.1344
2604,FDU48,OUT046,263.6568
2605,FDR48,OUT019,729.051
2606,FDK27,OUT013,4264.4490000000005
2607,FDT35,OUT013,1982.0866
2608,FDN12,OUT049,3205.1612
2609,NCE31,OUT019,346.216
2610,FDL21,OUT017,679.1160000000001
2611,FDV56,OUT017,2740.4328
2612,FDR16,OUT017,2097.27
2613,NCP41,OUT049,1965.4416
2614,FDJ27,OUT013,2063.98
2615,FDA07,OUT017,2082.6224
2616,FDK55,OUT049,1318.2839999999999
2617,FDM33,OUT049,3894.93
2618,FDY46,OUT046,2449.4782
2619,FDD36,OUT046,1274.3412
2620,FDB12,OUT027,210.3928
2621,FDF28,OUT019,1761.7068
2622,NCE07,OUT019,709.077
2623,FDW50,OUT027,310.2628
2624,NCW18,OUT017,4660.6
2625,NCJ17,OUT019,605.878
2626,DRZ24,OUT010,3052.0272
2627,FDS07,OUT035,810.9444
2628,NCW05,OUT010,529.311
2629,FDZ22,OUT018,2189.8162
2630,FDK02,OUT046,3199.8348
2631,FDZ45,OUT027,394.1536
2632,FDL25,OUT046,1665.8316
2633,FDS08,OUT045,529.311
2634,NCZ42,OUT027,484.7024
2635,FDX57,OUT035,1438.128
2636,FDF21,OUT046,1491.392
2637,FDJ56,OUT018,2910.2118
2638,FDX10,OUT013,607.2096
2639,DRG48,OUT035,3006.087
2640,DRN37,OUT046,1018.674
2641,NCY41,OUT018,988.0472
2642,FDN28,OUT045,2579.975
2643,FDE34,OUT045,4961.5416
2644,FDR10,OUT045,2106.5912
2645,FDC32,OUT017,633.8416
2646,DRG13,OUT046,4171.9028
2647,FDP59,OUT049,1270.3464
2648,NCT53,OUT010,2886.243
2649,FDL57,OUT027,256.9988
2650,FDN32,OUT010,1884.214
2651,FDK09,OUT018,8062.838000000001
2652,FDA52,OUT010,5932.278
2653,FDC57,OUT049,2826.321
2654,FDI09,OUT035,5033.448
2655,NCB07,OUT046,982.055
2656,FDP26,OUT035,418.1224
2657,FDP40,OUT027,495.3552
2658,FDL15,OUT013,2546.685
2659,FDV07,OUT046,1436.7964
2660,FDS03,OUT017,1097.9042
2661,FDE50,OUT049,4042.7376
2662,FDQ15,OUT017,623.1888
2663,FDQ33,OUT010,1360.2294
2664,FDT22,OUT013,355.5372
2665,DRO35,OUT035,3243.7776
2666,FDJ41,OUT049,4554.072
2667,FDQ27,OUT035,1238.388
2668,FDC26,OUT017,2334.9606
2669,NCF43,OUT027,425.4462
2670,NCR50,OUT035,3235.788
2671,FDE39,OUT018,4434.228
2672,FDN49,OUT027,173.108
2673,DRG11,OUT035,1091.912
2674,NCA18,OUT049,703.0848
2675,FDM36,OUT018,2566.659
2676,FDW32,OUT017,1631.8758
2677,NCQ18,OUT010,1428.141
2678,FDX14,OUT027,171.7764
2679,FDD46,OUT017,1360.2294
2680,FDI34,OUT019,3558.0352
2681,NCJ17,OUT035,605.878
2682,FDB52,OUT035,3068.0064
2683,FDV55,OUT018,5056.751
2684,FDC57,OUT046,1158.492
2685,FDB29,OUT046,2519.3872
2686,NCO43,OUT035,2428.8384
2687,FDG44,OUT045,862.8768
2688,FDJ34,OUT045,1549.9824
2689,FDH40,OUT049,1288.9888
2690,NCD07,OUT027,125.8362
2691,FDB41,OUT017,275.6412
2692,FDH47,OUT018,2631.2416
2693,DRK37,OUT035,5502.8369999999995
2694,FDM25,OUT019,2336.958
2695,NCX06,OUT045,5452.901999999999
2696,NCS05,OUT017,2782.3782
2697,FDS39,OUT045,1559.9694
2698,FDC47,OUT027,884.1824
2699,FDG20,OUT013,529.311
2700,DRL23,OUT017,1607.9070000000002
2701,FDY33,OUT013,2356.9320000000002
2702,NCH18,OUT045,6579.4356
2703,FDX47,OUT035,3325.0052
2704,NCB06,OUT045,1390.1904
2705,FDP36,OUT049,708.4112
2706,FDW44,OUT018,5470.8786
2707,NCU41,OUT018,1917.504
2708,NCS17,OUT046,1834.279
2709,FDD46,OUT035,2356.9320000000002
2710,FDE45,OUT017,5033.448
2711,FDI09,OUT017,2636.5679999999998
2712,NCJ54,OUT010,4567.388
2713,NCA29,OUT018,6465.5838
2714,NCN41,OUT027,263.6568
2715,FDY34,OUT035,2162.5184
2716,NCG55,OUT035,2828.3184
2717,DRM49,OUT046,1480.0734
2718,NCB42,OUT049,1390.1904
2719,FDE58,OUT045,2519.3872
2720,DRJ25,OUT013,1034.6532
2721,FDS47,OUT010,1406.1696
2722,FDY21,OUT049,4563.3932
2723,NCI54,OUT013,1565.9616
2724,FDO24,OUT017,1901.5248
2725,FDY43,OUT035,2456.802
2726,FDF35,OUT018,3836.3396
2727,NCP29,OUT019,703.0848
2728,FDN28,OUT027,182.4292
2729,FDJ50,OUT018,1757.7120000000002
2730,FDQ14,OUT027,457.4046
2731,FDC37,OUT035,1856.2504
2732,FDN08,OUT046,671.1264
2733,FDD04,OUT035,992.7078
2734,FDW34,OUT018,8262.578000000001
2735,FDP04,OUT017,1366.2216
2736,NCG07,OUT017,2554.0088
2737,NCN14,OUT018,4753.812
2738,FDJ16,OUT045,173.7738
2739,NCM42,OUT045,1171.808
2740,NCF19,OUT046,1006.6896
2741,FDY21,OUT018,6114.7072
2742,FDY19,OUT035,2828.3184
2743,FDV09,OUT045,4016.1056
2744,FDA28,OUT013,876.1928
2745,FDC38,OUT018,2306.9970000000003
2746,FDL28,OUT045,2203.798
2747,NCH43,OUT049,3520.0846
2748,NCN53,OUT045,611.2044
2749,NCW05,OUT017,1637.868
2750,NCO30,OUT018,1917.504
2751,FDT04,OUT019,628.5152
2752,FDB27,OUT018,3372.9428
2753,NCK07,OUT013,1838.2738
2754,NCA53,OUT013,1069.2748
2755,FDB33,OUT018,3285.723
2756,FDU37,OUT017,623.1888
2757,FDR13,OUT035,3866.9664
2758,FDE45,OUT049,3175.866
2759,FDV37,OUT017,4152.5946
2760,FDX44,OUT019,966.7416
2761,NCL06,OUT017,7028.8506
2762,FDJ28,OUT045,2308.9944
2763,FDX55,OUT049,5896.3248
2764,NCK17,OUT018,1543.3244
2765,FDH52,OUT035,1225.072
2766,FDN13,OUT027,207.7296
2767,FDK44,OUT018,2954.1546
2768,FDU16,OUT046,958.752
2769,FDZ07,OUT017,918.804
2770,NCN06,OUT027,336.8948
2771,FDH02,OUT010,814.9392
2772,NCW18,OUT045,5097.3648
2773,FDH57,OUT013,2055.9904
2774,FDV35,OUT045,4492.8184
2775,NCU29,OUT013,1611.236
2776,NCP02,OUT046,484.7024
2777,FDN44,OUT013,1787.0072
2778,FDX03,OUT018,671.1264
2779,FDR11,OUT010,2693.8268
2780,FDA36,OUT046,1665.8316
2781,FDP58,OUT027,667.1316
2782,FDH31,OUT045,2167.8448
2783,FDH34,OUT035,3316.3498
2784,FDS13,OUT035,3709.8376
2785,FDT01,OUT018,4915.6014
2786,FDY09,OUT049,2404.8696
2787,FDV33,OUT027,1314.955
2788,NCW29,OUT010,2384.8956
2789,NCN17,OUT045,1518.024
2790,FDX01,OUT046,810.9444
2791,FDL03,OUT049,6687.960999999999
2792,DRL59,OUT049,718.3982
2793,DRM11,OUT027,264.3226
2794,FDA43,OUT049,4138.6128
2795,FDZ56,OUT010,2536.698
2796,FDI44,OUT018,4225.1668
2797,FDB50,OUT013,1728.4168
2798,FDU15,OUT019,303.6048
2799,NCJ19,OUT019,770.3306
2800,FDD48,OUT013,2109.2544
2801,NCW42,OUT035,5747.1856
2802,FDL24,OUT017,3663.2316
2803,NCB30,OUT013,1182.4608
2804,FDK25,OUT013,3111.9492
2805,FDW28,OUT049,5106.686
2806,FDD47,OUT017,2556.672
2807,FDK16,OUT019,575.2512
2808,FDW37,OUT046,1194.4452
2809,FDA48,OUT035,5099.3622
2810,FDA14,OUT017,1749.7224
2811,FDV15,OUT013,3282.3940000000002
2812,FDN22,OUT049,3068.0064
2813,NCD55,OUT045,383.5008
2814,FDY43,OUT013,1901.5248
2815,NCU05,OUT017,942.7728
2816,FDF10,OUT035,1895.5326
2817,FDR39,OUT018,5469.547
2818,FDG40,OUT013,388.1614
2819,FDZ28,OUT019,3962.8416
2820,FDE02,OUT045,1416.8224
2821,FDU60,OUT049,6426.3016
2822,FDM21,OUT013,1794.3310000000001
2823,FDV52,OUT019,1727.751
2824,NCW06,OUT013,2006.7212
2825,FDX36,OUT035,1832.2816
2826,FDT35,OUT027,344.8844
2827,NCL19,OUT010,2097.27
2828,NCD31,OUT046,3617.9572
2829,FDE53,OUT019,2930.1858
2830,FDW58,OUT019,1890.2062
2831,DRF48,OUT046,2656.542
2832,FDW57,OUT035,1211.756
2833,DRH13,OUT017,1607.9070000000002
2834,FDT33,OUT013,4653.942
2835,DRK47,OUT027,237.6906
2836,FDY22,OUT010,2410.8618
2837,FDC35,OUT019,4672.5844
2838,FDO03,OUT013,3904.917
2839,FDF24,OUT045,639.168
2840,FDF56,OUT018,7425.0016
2841,FDD28,OUT013,735.709
2842,FDG53,OUT027,284.9624
2843,FDO27,OUT019,1278.336
2844,NCF54,OUT018,4904.2828
2845,FDC20,OUT027,111.8544
2846,FDU10,OUT046,365.5242
2847,DRA24,OUT018,2960.1468
2848,FDA02,OUT010,2187.153
2849,FDG10,OUT017,1464.76
2850,FDW39,OUT010,1416.8224
2851,FDP04,OUT019,1581.275
2852,NCM55,OUT013,3146.5708
2853,FDG47,OUT045,8132.0812
2854,NCU41,OUT017,1731.7458
2855,NCK31,OUT017,499.35
2856,FDZ46,OUT045,1418.154
2857,FDU13,OUT027,852.2239999999999
2858,NCF19,OUT045,675.1212
2859,NCJ43,OUT013,2077.2960000000003
2860,NCJ05,OUT045,3354.3004
2861,FDS04,OUT027,280.9676
2862,FDX28,OUT010,1379.5376
2863,FDB41,OUT027,189.0872
2864,FDG53,OUT046,838.908
2865,FDL15,OUT010,2580.6408
2866,FDQ08,OUT049,743.0328
2867,DRN36,OUT013,708.4112
2868,FDI46,OUT013,3523.4136
2869,FDG16,OUT027,233.03
2870,FDV32,OUT013,1454.773
2871,FDF44,OUT010,3914.9040000000005
2872,FDK04,OUT018,1024.6662
2873,NCA41,OUT013,2501.4106
2874,FDD51,OUT017,980.0576
2875,NCZ53,OUT045,2826.321
2876,FDP01,OUT027,158.4604
2877,FDY25,OUT049,2876.256
2878,FDB17,OUT018,6029.4848
2879,NCV54,OUT018,1980.755
2880,FDJ32,OUT017,986.7156
2881,FDA37,OUT049,2956.152
2882,FDG35,OUT035,2954.1546
2883,NCM05,OUT018,8138.7392
2884,FDG45,OUT046,1496.0526
2885,FDH28,OUT013,1168.479
2886,NCE18,OUT049,5976.2208
2887,FDH38,OUT045,1757.7120000000002
2888,FDR56,OUT013,4729.8432
2889,FDH17,OUT027,412.796
2890,FDD39,OUT049,3894.93
2891,FDB41,OUT049,605.878
2892,NCR53,OUT046,3615.2940000000003
2893,FDX46,OUT017,673.7896
2894,FDV28,OUT049,745.696
2895,FDA08,OUT018,5404.9644
2896,FDH45,OUT017,980.0576
2897,NCS38,OUT010,3467.4864
2898,FDD40,OUT010,2926.191
2899,DRM59,OUT035,1789.6704
2900,NCJ43,OUT018,7298.4996
2901,NCN29,OUT013,591.2304
2902,NCC19,OUT045,5580.0698
2903,FDR56,OUT035,2561.9984
2904,FDZ43,OUT049,3799.0548
2905,FDJ32,OUT010,1592.5936
2906,DRH03,OUT017,2109.2544
2907,NCZ54,OUT035,2456.802
2908,FDE26,OUT017,2745.0934
2909,FDS03,OUT045,2002.0606
2910,DRZ24,OUT019,1470.0864
2911,FDO48,OUT027,213.05599999999998
2912,FDW39,OUT049,3896.2616
2913,NCK05,OUT049,848.895
2914,NCK30,OUT017,2013.3792
2915,FDT27,OUT018,3083.9856
2916,FDS08,OUT019,3175.866
2917,NCJ19,OUT049,868.8689999999999
2918,FDC58,OUT045,624.5204
2919,DRE37,OUT013,2006.7212
2920,FDW02,OUT035,2848.2924
2921,FDJ02,OUT010,3894.93
2922,FDX09,OUT045,360.8636
2923,FDT31,OUT010,2205.1296
2924,FDI24,OUT049,3621.952
2925,FDY09,OUT045,2404.8696
2926,FDV28,OUT045,339.55800000000005
2927,DRM47,OUT049,4860.34
2928,FDT52,OUT019,2484.7656
2929,FDI48,OUT018,1298.31
2930,FDY55,OUT017,1035.9848
2931,FDU48,OUT013,1789.6704
2932,FDN25,OUT045,999.3658
2933,FDP20,OUT049,1867.569
2934,FDJ15,OUT013,918.804
2935,FDD04,OUT018,3552.7088
2936,FDY58,OUT045,4950.8888
2937,FDR37,OUT018,8209.314
2938,FDF44,OUT013,3914.9040000000005
2939,FDD32,OUT045,1228.401
2940,FDR57,OUT017,2707.1428
2941,DRG39,OUT027,165.7842
2942,FDX15,OUT017,2659.8709999999996
2943,DRN37,OUT045,1018.674
2944,FDW40,OUT027,284.9624
2945,FDB32,OUT049,476.04699999999997
2946,FDM40,OUT018,3578.675
2947,FDE39,OUT027,143.8128
2948,DRH49,OUT017,1310.2944
2949,FDT46,OUT049,886.8456
2950,NCF06,OUT035,5683.2688
2951,FDP07,OUT017,3338.987
2952,FDC04,OUT013,2900.2248
2953,FDZ32,OUT017,2546.685
2954,FDD50,OUT045,1860.2452
2955,FDU56,OUT017,4693.89
2956,FDV34,OUT017,1034.6532
2957,NCY41,OUT013,1018.674
2958,NCK18,OUT046,2246.4092
2959,DRH25,OUT049,1384.1982
2960,FDT57,OUT046,4500.808
2961,FDV56,OUT018,978.7260000000001
2962,FDV12,OUT045,1458.102
2963,FDN52,OUT017,263.6568
2964,FDX38,OUT035,739.038
2965,FDE47,OUT018,3954.8520000000003
2966,NCO07,OUT013,1065.28
2967,FDV09,OUT027,296.9468
2968,FDZ23,OUT019,6338.416
2969,DRH51,OUT018,4960.21
2970,NCY54,OUT045,4483.4972
2971,DRG49,OUT013,7086.1094
2972,NCC19,OUT049,2946.165
2973,NCV53,OUT045,4086.0146
2974,FDZ47,OUT019,1537.9979999999998
2975,NCO26,OUT018,5063.409000000001
2976,NCP02,OUT045,1314.2892
2977,NCW30,OUT018,12117.56
2978,NCN55,OUT046,5305.0944
2979,FDB20,OUT010,2386.2272
2980,DRL11,OUT013,4595.3516
2981,DRD60,OUT045,2876.256
2982,FDW14,OUT010,283.6308
2983,FDL27,OUT010,1366.2216
2984,FDU09,OUT018,2804.3496
2985,DRH36,OUT027,146.476
2986,FDP34,OUT027,449.415
2987,FDE04,OUT017,2336.958
2988,FDZ57,OUT027,129.83100000000002
2989,FDF02,OUT010,1845.5976
2990,FDG28,OUT045,3920.2304
2991,NCI31,OUT046,790.9704
2992,FDT43,OUT013,354.2056
2993,FDU20,OUT046,2956.152
2994,FDD53,OUT013,401.4774
2995,FDW15,OUT045,2770.3938
2996,NCT53,OUT045,1604.578
2997,NCG55,OUT027,223.7088
2998,FDD48,OUT035,1274.3412
2999,FDG47,OUT049,2885.5772
3000,FDI21,OUT017,1406.1696
3001,FDT27,OUT017,4567.388
3002,DRO35,OUT013,3243.7776
3003,FDD33,OUT017,4086.0146
3004,FDC04,OUT035,4655.2736
3005,FDY34,OUT013,2162.5184
3006,DRJ49,OUT049,2719.7929999999997
3007,FDE05,OUT049,2745.0934
3008,FDU31,OUT017,4655.2736
3009,NCN19,OUT027,1102.5648
3010,FDK56,OUT027,185.7582
3011,FDK58,OUT017,587.2356
3012,NCJ42,OUT035,1065.28
3013,FDZ34,OUT027,195.7452
3014,FDA52,OUT018,5000.8238
3015,NCR29,OUT013,744.3644
3016,FDT48,OUT035,2182.4924
3017,DRJ51,OUT019,942.7728
3018,NCS54,OUT046,4940.236
3019,FDV01,OUT035,2792.3652
3020,DRG51,OUT027,657.8104
3021,NCG42,OUT013,2528.7084
3022,FDA51,OUT049,3467.4864
3023,FDV19,OUT010,1750.3882
3024,NCT18,OUT045,3078.6592
3025,NCS41,OUT045,2213.1192
3026,FDO03,OUT046,2684.5056
3027,FDL12,OUT010,858.882
