Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
458,15.35,0,0.015676231000000002,14,144.047,7,1997,1,0,0,286.29400000000004
17,8.26,0,0.034397781,10,115.7834,8,2004,1,2,0,2073.3012
1329,6.57,0,0.096880574,4,191.482,7,1997,1,0,0,5020.1320000000005
993,11.6,0,0.017817285,11,177.0686,1,2009,0,1,1,1422.1488
340,20.35,1,0.014909465,3,232.3958,6,2007,1,2,0,6076.0908
731,12.15,0,0.0769198075,14,254.90400000000002,7,1997,1,0,0,4048.0640000000003
1509,17.35,1,0.041439718,7,93.7804,3,1987,2,1,0,2848.2924
734,7.0,0,0.15140558699999998,11,107.728,7,1997,1,0,0,2024.0320000000002
229,8.5,0,0.097803261,11,50.5324,3,1987,2,1,0,882.8508
1105,20.2,0,0.196659953,4,125.8046,9,1985,1,0,2,249.0092
28,14.5,1,0.041313203,11,42.0454,0,1999,0,0,0,377.5086
327,9.195,1,0.13065744199999998,2,106.4596,2,1998,1,1,2,215.7192
476,17.75,1,0.029700017999999998,3,140.3838,0,1999,0,0,0,1404.838
1318,8.775,0,0.02928258325,3,111.3228,0,1999,0,0,0,1436.7964
1214,16.7,1,0.070312473,5,189.6214,6,2007,1,2,0,2826.321
345,15.2,0,0.019064377,6,238.2248,0,1999,0,0,0,3555.3720000000003
926,20.5,0,0.020605032,3,91.083,7,1997,1,0,0,539.298
1165,8.6,0,0.09037486866666666,4,115.2176,4,1985,0,1,3,1030.6584
1557,5.21,0,0.011072173000000001,4,257.8962,6,2007,1,2,0,4402.9354
791,10.3,1,0.03061079775,3,115.7176,6,2007,1,2,0,1717.764
69,18.25,0,0.060342304000000006,13,165.9526,0,1999,0,0,0,1644.526
1550,21.25,0,0.113833823,9,232.83,5,2002,1,2,0,1398.18
449,8.6,0,0.032615377,9,142.9154,8,2004,1,2,0,992.7078
639,10.3,1,0.024935297000000002,5,172.0422,0,1999,0,0,0,3966.1706
929,9.5,0,0.07434526799999999,6,251.9724,7,1997,1,0,0,3523.4136
283,9.3,0,0.042283454000000005,10,125.4388,8,2004,1,2,0,3715.164
1057,9.195,1,0.047387144000000006,7,50.8666,6,2007,1,2,0,871.5322
997,7.68,0,0.152865879,9,84.9224,5,2002,1,2,0,1619.2256
386,12.35,0,0.163148041,4,116.6124,4,1985,0,1,3,3199.8348
1142,12.1,0,0.02984176,1,144.4444,5,2002,1,2,0,3628.61
737,11.6,0,0.038511676,0,57.7272,8,2004,1,2,0,503.3448
902,9.695,1,0.04762278599999999,7,246.2144,1,2009,0,1,1,3675.216
1256,12.0,0,0.07554831,5,121.9388,7,1997,1,0,0,3219.8088
1284,19.0,0,0.067447572,6,132.9626,7,1997,1,0,0,1967.4389999999999
687,6.38,0,0.03187163,0,179.5344,3,1987,2,1,0,4103.9912
1446,20.5,1,0.112638016,3,195.5478,5,2002,1,2,0,3874.9559999999997
312,20.85,1,0.056192276,12,103.1648,4,1985,0,1,3,1973.4312
1076,5.695,1,0.06797671,12,257.4988,1,2009,0,1,1,3083.9856
660,19.2,1,0.142189843,11,153.8314,2,1998,1,1,2,155.1314
340,20.35,1,0.014813268000000001,3,234.9958,3,1987,2,1,0,5842.395
54,9.195,0,0.080442371,4,107.7622,2,1998,1,1,2,105.8622
617,17.85,0,0.03781972,1,191.6188,8,2004,1,2,0,2475.4444
550,4.785,0,0.092145264,12,120.7098,4,1985,0,1,3,3735.8038
21,14.6,0,0.025702994,4,199.9084,7,1997,1,0,0,2380.9008
666,10.195,1,0.012483408,2,195.41099999999997,5,2002,1,2,0,2749.7540000000004
698,17.85,0,0.074691792,7,148.005,1,2009,0,1,1,898.83
556,7.5,0,0.036204764,9,176.1028,3,1987,2,1,0,1948.1308
869,6.59,0,0.026238087,4,121.6098,5,2002,1,2,0,2410.196
433,10.895,0,0.137584599,0,262.2568,6,2007,1,2,0,3954.8520000000003
533,12.5,0,0.080741927,2,220.8798,4,1985,0,1,3,6170.6344
574,14.6,0,0.059741172,4,179.6976,6,2007,1,2,0,5070.7328
329,15.7,1,0.214423791,3,111.6544,9,1985,1,0,2,335.5632
1500,9.6,0,0.051677050999999995,6,258.062,1,2009,0,1,1,2856.282
1288,12.6,0,0.16845554899999998,6,211.0612,9,1985,1,0,2,418.1224
712,10.3,1,0.06677297920000001,3,189.053,5,2002,1,2,0,5313.084
1034,17.0,1,0.016055615,6,228.4352,6,2007,1,2,0,8245.2672
1152,8.645,0,0.021619563999999997,11,50.6982,0,1999,0,0,0,736.3748
1482,16.0,1,0.173027688,6,155.2972,0,1999,0,0,0,3583.3356
151,6.155,1,0.09504547599999999,2,213.456,1,2009,0,1,1,2556.672
23,13.85,1,0.025891587999999997,7,165.12099999999998,8,2004,1,2,0,2936.178
260,20.2,1,0.205484395,5,198.011,9,1985,1,0,2,392.82199999999995
770,13.1,0,0.037793818,3,173.8054,6,2007,1,2,0,2801.6864
21,14.6,0,0.045002624000000005,4,196.5084,9,1985,1,0,2,198.4084
1390,11.8,0,0.054460571,10,77.0012,6,2007,1,2,0,2277.036
1363,15.5,1,0.075736746,5,265.5568,8,2004,1,2,0,4482.1656
947,14.15,0,0.014719325,4,196.91099999999997,2,1998,1,1,2,392.82199999999995
498,17.1,0,0.066828857,4,114.186,4,1985,0,1,3,1924.162
1048,17.7,1,0.23653561,13,184.1924,9,1985,1,0,2,185.0924
545,20.7,0,0.04903471,3,39.9506,6,2007,1,2,0,872.8638
153,15.2,0,0.035497039,11,216.7824,2,1998,1,1,2,436.7648
1107,11.5,0,0.017638893,9,132.7626,8,2004,1,2,0,2885.5772
717,21.25,0,0.01945343,6,120.8756,0,1999,0,0,0,1454.1072
1371,14.1,0,0.11326743,5,54.5956,7,1997,1,0,0,1037.3164
162,9.395,1,0.10971346400000001,1,41.3112,6,2007,1,2,0,255.6672
242,8.985,1,0.0578857385,7,130.531,4,1985,0,1,3,5582.733
302,7.895,1,0.094952408,8,101.1332,1,2009,0,1,1,1332.9316
170,14.0,0,0.029026218,9,131.33100000000002,6,2007,1,2,0,3635.268
210,5.365,1,0.140123575,15,172.0764,3,1987,2,1,0,2748.4224
289,16.35,0,0.03272295,2,165.7842,6,2007,1,2,0,1823.6262
1302,15.75,0,0.13583682800000002,4,100.37,6,2007,1,2,0,1298.31
556,7.5,0,0.036382524,9,177.9028,1,2009,0,1,1,1416.8224
1047,14.8,0,0.08887334928571429,2,189.3846,3,1987,2,1,0,4777.115
278,7.07,0,0.09420101800000001,6,115.8834,6,2007,1,2,0,1036.6506
1236,20.5,0,0.143506376,4,34.719,0,1999,0,0,0,768.9989999999999
1456,20.25,1,0.13334711900000001,0,193.0794,9,1985,1,0,2,975.3969999999999
1273,18.0,0,0.124428516,7,119.9124,8,2004,1,2,0,948.0992
1427,9.5,1,0.221856492,7,231.8668,2,1998,1,1,2,230.3668
1430,15.0,0,0.07131206400000001,9,125.7362,3,1987,2,1,0,3020.0688
373,20.1,1,0.022425236,3,226.3036,7,1997,1,0,0,910.8144
996,11.0,1,0.133352623,11,219.7798,0,1999,0,0,0,2644.5576
1242,18.7,0,0.046079558,9,151.5682,8,2004,1,2,0,1982.0866
774,8.42,0,0.1274690762,9,64.2168,4,1985,0,1,3,1278.336
778,15.15,1,0.066446521,7,147.976,1,2009,0,1,1,732.38
1099,14.1,0,0.066979957,6,196.7084,0,1999,0,0,0,3174.5344
774,8.42,0,0.187918654,9,65.4168,2,1998,1,1,2,127.8336
984,17.85,0,0.051924192,6,121.0072,4,1985,0,1,3,2940.1728
1479,17.75,0,0.054806734,3,145.1444,4,1985,0,1,3,3918.8988
1333,8.27,0,0.018813601,9,237.988,7,1997,1,0,0,7190.64
1364,17.1,0,0.094910421,12,84.5566,9,1985,1,0,2,253.6698
1275,8.615,0,0.116722514,3,95.4436,1,2009,0,1,1,567.2616
1032,7.785,0,0.244338986,0,105.9306,9,1985,1,0,2,209.0612
444,9.8,0,0.013863257,1,45.106,0,1999,0,0,0,1398.18
412,15.15,1,0.021471456,6,131.0284,9,1985,1,0,2,131.8284
1422,12.65,0,0.12342207300000001,2,109.1938,4,1985,0,1,3,2036.6822
850,13.65,1,0.026067434,6,78.8302,6,2007,1,2,0,713.0718
37,6.385,1,0.123710526,6,37.1874,7,1997,1,0,0,247.0118
1187,20.5,0,0.11954738699999999,5,108.9596,0,1999,0,0,0,539.298
1203,16.85,1,0.07969040299999999,6,113.4544,7,1997,1,0,0,2908.2144
225,7.785,0,0.088691614,3,61.851000000000006,8,2004,1,2,0,1454.773
1397,11.1,0,0.10478432900000001,3,150.4366,9,1985,1,0,2,151.1366
713,13.35,0,0.032024659,2,62.7194,4,1985,0,1,3,1857.582
1161,10.8,0,0.041950753,9,190.0214,5,2002,1,2,0,2449.4782
274,15.0,1,0.091018048,11,60.2904,2,1998,1,1,2,117.1808
1304,5.175,0,0.037398953,11,84.2224,7,1997,1,0,0,852.2239999999999
993,11.6,0,0.017845371999999998,11,179.0686,6,2007,1,2,0,5688.5952
1544,6.775,0,0.10545930699999999,4,84.625,5,2002,1,2,0,2496.75
612,9.31,0,0.038032067999999995,7,61.351000000000006,5,2002,1,2,0,822.263
938,15.0,0,0.064504433,10,47.306000000000004,6,2007,1,2,0,652.484
653,13.3,0,0.021306635,5,119.8124,0,1999,0,0,0,1896.1984
1251,16.0,1,0.116063284,3,59.1246,1,2009,0,1,1,753.0198
99,19.75,0,0.059336763,6,212.1902,9,1985,1,0,2,424.7804
279,6.48,0,0.034091649,6,146.2076,6,2007,1,2,0,2364.9216
100,17.1,1,0.081955735,11,142.0838,9,1985,1,0,2,280.9676
349,18.35,0,0.088551694,4,191.5504,4,1985,0,1,3,5944.2624
1438,12.5,0,0.071230537,13,128.102,8,2004,1,2,0,885.5139999999999
72,8.39,1,0.024185517000000004,7,115.7176,3,1987,2,1,0,1374.2112
895,17.7,1,0.041163522,3,80.8276,6,2007,1,2,0,1868.2348
693,12.5,1,0.11005425349999999,3,80.8592,2,1998,1,1,2,82.5592
661,7.42,0,0.02042765157142857,6,248.8092,4,1985,0,1,3,6474.2392
1119,15.6,0,0.08771969199999999,6,218.5798,7,1997,1,0,0,4407.596
1186,10.65,0,0.048677482,14,166.1526,8,2004,1,2,0,2466.7889999999998
1202,12.35,0,0.041907648,9,36.2216,1,2009,0,1,1,346.216
970,6.035,1,0.065783783,5,188.22400000000002,7,1997,1,0,0,5779.144
151,6.155,1,0.094807042,2,213.356,0,1999,0,0,0,3835.008
680,16.75,0,0.128778474,12,89.1856,3,1987,2,1,0,1581.9408
338,16.75,0,0.060668415999999996,0,172.4106,5,2002,1,2,0,2908.8802
1278,15.1,0,0.056067524,4,139.8496,1,2009,0,1,1,1270.3464
1550,21.25,0,0.114066204,9,233.03,1,2009,0,1,1,5592.72
1228,9.395,1,0.10039894,5,89.6856,7,1997,1,0,0,878.8560000000001
977,17.6,0,0.097135675,0,89.3856,3,1987,2,1,0,1318.2839999999999
123,20.5,0,0.032610007,4,37.4822,4,1985,0,1,3,942.7728
227,13.15,1,0.165616415,3,172.6764,0,1999,0,0,0,2061.3168
685,5.035,1,0.09504805999999999,12,228.2036,7,1997,1,0,0,4781.7756
607,20.6,1,0.030362777,0,210.5244,4,1985,0,1,3,6775.1808
154,14.5,0,0.03409886,14,162.621,9,1985,1,0,2,815.605
195,14.65,0,0.145951533,4,160.9552,9,1985,1,0,2,162.4552
1477,5.48,0,0.015138833999999999,7,81.925,5,2002,1,2,0,3079.325
1501,19.35,1,0.031069992999999997,6,112.0544,2,1998,1,1,2,223.7088
1287,9.195,0,0.11553548699999999,7,59.5246,6,2007,1,2,0,810.9444
1525,5.26,1,0.02454694,12,95.7068,0,1999,0,0,0,1166.4816
727,17.75,1,0.067175915,5,187.12400000000002,4,1985,0,1,3,3728.48
674,6.235,0,0.11867435900000001,4,261.691,7,1997,1,0,0,3155.8920000000003
156,11.8,1,0.057421582,2,149.9366,7,1997,1,0,0,1662.5026
728,20.7,1,0.114022125,0,92.9436,3,1987,2,1,0,2174.5028
406,13.6,0,0.010033871,4,177.937,1,2009,0,1,1,2293.681
500,5.82,0,0.080765853,4,169.179,0,1999,0,0,0,2037.348
77,7.76,0,0.05930285,6,98.77,3,1987,2,1,0,1697.79
1234,18.35,0,0.041753387,10,187.6872,5,2002,1,2,0,2836.308
1462,7.285,0,0.050065211,0,157.4288,5,2002,1,2,0,2042.6744
694,15.1,1,0.096020459,2,133.7942,3,1987,2,1,0,2384.8956
734,7.0,0,0.15202235,11,106.62799999999999,1,2009,0,1,1,639.168
324,17.7,0,0.08738330400000001,0,180.4292,4,1985,0,1,3,4013.4424
331,18.35,0,0.03066757,9,193.4162,6,2007,1,2,0,2116.5782
549,13.8,1,0.07148393983333333,3,74.3012,5,2002,1,2,0,1669.8264
223,18.35,0,0.03321399,0,154.934,7,1997,1,0,0,1225.072
33,17.5,0,0.097429924,1,172.8738,4,1985,0,1,3,3649.2498
1449,8.895,1,0.039120291,5,206.8296,5,2002,1,2,0,4154.592000000001
1514,21.1,0,0.01055095,4,234.9958,4,1985,0,1,3,13086.9648
719,15.5,0,0.053480419,1,42.376999999999995,5,2002,1,2,0,1211.756
1017,14.5,1,0.128520186,5,101.4332,5,2002,1,2,0,1948.1308
881,9.3,0,0.044444955999999994,4,245.2802,4,1985,0,1,3,10072.8882
17,8.26,0,0.034544435,10,116.0834,1,2009,0,1,1,1267.0174
165,10.0,0,0.07367866299999999,9,120.944,1,2009,0,1,1,2037.348
207,9.0,0,0.079668739,11,79.6644,1,2009,0,1,1,1571.2879999999998
1020,5.655,0,0.085447928,3,165.85,5,2002,1,2,0,1830.95
30,18.6,0,0.08043445099999999,9,93.4436,3,1987,2,1,0,1701.7848
399,15.0,0,0.044978225,9,140.8838,0,1999,0,0,0,2247.7408
1101,20.5,0,0.023190133999999998,14,153.434,5,2002,1,2,0,3981.4840000000004
562,8.785,0,0.025967623999999998,3,119.9414,7,1997,1,0,0,1462.0968
1489,8.77,1,0.046962004,3,173.8422,1,2009,0,1,1,3448.844
183,18.75,0,0.05233528,9,108.12799999999999,6,2007,1,2,0,1065.28
1466,19.85,0,0.17635245,3,220.8772,5,2002,1,2,0,4225.1668
783,17.5,0,0.013692598,7,259.7304,1,2009,0,1,1,3616.6256
180,14.6,0,0.059688500000000005,14,242.3538,8,2004,1,2,0,5287.7836
226,11.8,1,0.09365572800000001,6,127.1704,7,1997,1,0,0,3004.0896
1432,11.65,1,0.018275816,2,110.8544,2,1998,1,1,2,111.8544
537,13.65,1,0.18416771199999998,11,213.7902,7,1997,1,0,0,1274.3412
909,16.1,1,0.158954903,7,34.9558,4,1985,0,1,3,1120.5414
1245,16.6,0,0.050392993,11,118.4124,5,2002,1,2,0,3199.8348
811,18.0,0,0.008558144,5,79.0618,5,2002,1,2,0,1208.427
559,7.17,1,0.059820884000000005,3,130.3968,0,1999,0,0,0,3523.4136
1522,10.3,0,0.070149088,0,264.5226,0,1999,0,0,0,3436.1938
1035,5.78,0,0.09591947199999999,12,162.6552,4,1985,0,1,3,5685.932
73,12.85,0,0.058092551,6,172.0422,9,1985,1,0,2,517.3266
1280,11.5,0,0.286357776,6,123.9704,2,1998,1,1,2,375.5112
1172,7.855,1,0.161798604,5,37.2848,0,1999,0,0,0,745.696
1244,9.6,0,0.14874289599999999,5,107.12799999999999,9,1985,1,0,2,319.584
911,17.35,0,0.01469548175,7,72.2038,6,2007,1,2,0,886.8456
250,9.0,0,0.032022535,4,101.8016,7,1997,1,0,0,1720.4272
175,11.85,1,0.049842613,3,164.2526,4,1985,0,1,3,3946.8624
31,18.7,0,0.15630419199999998,6,256.3672,9,1985,1,0,2,255.6672
666,10.195,1,0.012458143,2,196.31099999999998,7,1997,1,0,0,589.2330000000001
654,15.7,0,0.037201127,1,181.7634,3,1987,2,1,0,2544.6876
241,15.7,0,0.045274134,7,177.96599999999998,0,1999,0,0,0,3415.554
1049,8.88,0,0.098603729,4,210.727,8,2004,1,2,0,4194.54
981,15.2,0,0.09745748300000001,9,114.4492,1,2009,0,1,1,579.246
726,10.195,0,0.051661272,12,33.3558,7,1997,1,0,0,848.895
196,6.67,1,0.1021938446,6,133.0626,0,1999,0,0,0,1573.9512
1509,17.35,1,0.041273391,7,91.6804,4,1985,0,1,3,3858.9768
348,18.0,1,0.141997869,3,90.5514,4,1985,0,1,3,2036.6822
547,8.975,1,0.05783150885714285,11,84.9224,1,2009,0,1,1,1278.336
193,13.8,0,0.058339153,0,246.2802,1,2009,0,1,1,1228.401
176,16.35,0,0.020544065,3,49.9324,8,2004,1,2,0,259.66200000000003
197,6.11,1,0.103503049,3,129.6968,6,2007,1,2,0,1174.4712
1032,7.785,0,0.140342195,0,105.6306,6,2007,1,2,0,627.1836
1325,8.92,0,0.12929931,4,178.237,4,1985,0,1,3,7939.665
1343,18.85,0,0.036031137000000005,2,60.4562,8,2004,1,2,0,1125.8678
1268,11.0,0,0.008903211999999999,2,120.9756,4,1985,0,1,3,2787.0388
426,6.65,0,0.087669485,3,127.2678,7,1997,1,0,0,2416.1882
1092,7.5,0,0.09654027200000001,4,59.2588,0,1999,0,0,0,916.1408
410,5.985,0,0.005661669,5,186.5924,3,1987,2,1,0,2591.2936
1252,6.78,1,0.16650264325000003,5,95.012,0,1999,0,0,0,2050.6639999999998
108,6.195,0,0.07198553,6,122.2098,7,1997,1,0,0,1205.098
1413,18.6,1,0.17133418,2,48.8376,3,1987,2,1,0,287.6256
1206,8.63,1,0.047329385,11,174.1422,2,1998,1,1,2,517.3266
1524,11.8,1,0.170977155,11,117.0834,1,2009,0,1,1,1842.9344
259,7.075,0,0.058298384,0,145.8128,3,1987,2,1,0,1725.7536
1317,8.395,0,0.039715591,6,100.1042,6,2007,1,2,0,1289.6546
1381,17.85,0,0.046824729,2,153.6682,1,2009,0,1,1,1829.6184
1085,12.35,1,0.311090379,5,79.2328,2,1998,1,1,2,154.4656
180,14.6,0,0.059611153,14,238.3538,5,2002,1,2,0,2163.1842
1069,6.63,1,0.103517853,5,164.95,4,1985,0,1,3,4161.25
969,11.65,1,0.075834825,6,82.9908,8,2004,1,2,0,1258.362
1323,20.7,0,0.17007246199999998,11,183.8266,0,1999,0,0,0,1844.266
1489,8.77,1,0.04682680842857143,3,173.6422,3,1987,2,1,0,517.3266
757,20.25,0,0.036399733999999996,0,219.3482,5,2002,1,2,0,8323.8316
140,13.65,1,0.072912432,7,198.4426,7,1997,1,0,0,5536.7928
267,17.7,0,0.012567811000000002,4,168.4474,5,2002,1,2,0,2358.2636
20,8.315,1,0.035773394,5,144.3444,6,2007,1,2,0,3483.4656
905,17.85,1,0.046382793,3,122.8388,4,1985,0,1,3,2972.1312
954,7.81,0,0.06783685099999999,1,246.1486,6,2007,1,2,0,5375.6692
1384,11.1,0,0.16924199199999998,6,220.7482,0,1999,0,0,0,4380.964
949,18.1,0,0.022434417999999998,3,96.2094,0,1999,0,0,0,952.0939999999999
122,8.88,0,0.086764795,10,153.8682,8,2004,1,2,0,1829.6184
948,12.15,0,0.09015577360000002,9,39.1506,6,2007,1,2,0,1480.0734
1160,9.5,0,0.085437778,10,188.4872,1,2009,0,1,1,3592.6568
818,15.25,0,0.089998959,7,215.1192,5,2002,1,2,0,2157.192
1416,11.3,1,0.054288645999999996,2,96.6094,4,1985,0,1,3,2189.8162
739,12.15,0,0.0086802472,14,123.773,7,1997,1,0,0,3325.671
1403,16.35,0,0.016993203999999998,4,95.741,7,1997,1,0,0,965.41
1040,12.65,0,0.06908877,2,52.3324,4,1985,0,1,3,1298.31
1173,12.85,0,0.13744120099999999,6,157.66299999999998,0,1999,0,0,0,2659.8709999999996
1345,12.5,0,0.051970788,3,103.699,2,1998,1,1,2,412.796
1087,7.905,0,0.05493533166666666,7,109.1254,6,2007,1,2,0,1627.881
1506,17.85,0,0.02492239,1,153.4998,1,2009,0,1,1,2922.1962
908,7.21,1,0.144924795,6,100.8332,5,2002,1,2,0,1537.9979999999998
1368,5.175,0,0.030349723,9,37.0874,8,2004,1,2,0,423.4488
347,7.605,0,0.226284381,3,163.221,9,1985,1,0,2,326.242
1476,16.2,0,0.050625182000000005,4,193.1162,6,2007,1,2,0,2501.4106
1468,14.0,0,0.02371512,5,103.8332,3,1987,2,1,0,1743.0644
774,8.42,0,0.112177581,9,65.9168,3,1987,2,1,0,958.752
979,9.3,0,0.04774013,5,195.0136,2,1998,1,1,2,194.4136
103,9.395,0,0.15930433300000002,1,226.172,8,2004,1,2,0,3848.324
1548,17.85,1,0.020989307999999998,2,260.7936,5,2002,1,2,0,4697.8848
1088,13.35,0,0.01769927,0,74.2012,4,1985,0,1,3,1290.3204
659,6.13,0,0.07687479640000001,0,60.1536,3,1987,2,1,0,1102.5648
1331,15.1,0,0.096658404,3,216.9166,9,1985,1,0,2,217.7166
1226,20.1,1,0.054816925999999995,3,194.282,1,2009,0,1,1,1544.656
1026,16.5,1,0.068511103,11,103.699,6,2007,1,2,0,1651.184
925,5.615,0,0.12574524,9,122.473,8,2004,1,2,0,1354.9029999999998
746,7.52,1,0.044023213,5,183.095,7,1997,1,0,0,5492.85
15,9.0,1,0.068754395,8,54.5614,4,1985,0,1,3,1713.1034
718,13.8,1,0.024660202000000003,11,87.4172,2,1998,1,1,2,178.4344
930,17.6,1,0.039214444,6,98.241,8,2004,1,2,0,1930.82
1127,20.5,0,0.036344721,3,122.3756,6,2007,1,2,0,2544.6876
16,11.8,0,0.008554052,9,116.9492,3,1987,2,1,0,1969.4364
848,18.25,1,0.170000805,0,155.963,4,1985,0,1,3,4537.427
1558,20.25,0,0.148302815,9,108.3938,0,1999,0,0,0,2787.0388
628,15.85,0,0.081914677,12,177.637,0,1999,0,0,0,3352.303
599,17.7,0,0.029914022000000002,6,166.2816,3,1987,2,1,0,2516.724
970,6.035,1,0.06577134400000001,5,185.324,8,2004,1,2,0,3728.48
1189,13.15,0,0.043551753,6,184.495,4,1985,0,1,3,7873.085
386,12.35,0,0.16394193699999998,4,117.0124,7,1997,1,0,0,1540.6612
346,14.65,1,0.099692906,6,50.9666,6,2007,1,2,0,717.7324
421,10.895,0,0.059834024000000006,3,133.5284,2,1998,1,1,2,263.6568
1374,15.75,0,0.166174549,0,37.4506,5,2002,1,2,0,1062.6168
686,11.15,0,0.11993002900000001,0,44.2744,8,2004,1,2,0,588.5672
242,8.985,1,0.057944376,7,131.531,5,2002,1,2,0,1428.141
930,17.6,1,0.065649353,6,94.84100000000001,2,1998,1,1,2,193.082
500,5.82,0,0.080249973,4,168.679,4,1985,0,1,3,4923.590999999999
624,13.15,1,0.037952777,6,89.5856,7,1997,1,0,0,1494.0552
784,9.195,1,0.064113698,7,86.5566,0,1999,0,0,0,1183.7924
285,15.0,0,0.048841794,1,64.7168,4,1985,0,1,3,3068.0064
1289,19.6,0,0.02394662,4,106.9964,8,2004,1,2,0,1788.3388
27,5.925,1,0.096000183,0,43.7086,4,1985,0,1,3,1293.6494
536,20.2,0,0.074177667,4,93.2462,3,1987,2,1,0,1018.0082
1380,14.8,1,0.04368089,12,110.15700000000001,4,1985,0,1,3,2306.9970000000003
1183,7.75,1,0.083268523,7,32.9558,1,2009,0,1,1,101.8674
1038,8.575,1,0.071832909,0,194.1794,8,2004,1,2,0,3316.3498
260,20.2,1,0.13838280375,5,197.21099999999998,3,1987,2,1,0,3535.3979999999997
677,19.35,1,0.062625641,5,165.3184,0,1999,0,0,0,1651.184
142,7.365,0,0.042646566,3,225.172,5,2002,1,2,0,452.744
110,7.5,0,0.036336647166666666,7,237.7906,8,2004,1,2,0,1188.453
447,8.3,0,0.03555434,3,37.4506,6,2007,1,2,0,796.9626
914,16.75,0,0.105068444,6,156.66299999999998,5,2002,1,2,0,2816.3340000000003
257,10.695,1,0.060912865,8,173.8712,1,2009,0,1,1,4570.0512
1274,5.88,0,0.02488732,4,147.5392,7,1997,1,0,0,2684.5056
1498,12.6,0,0.024194731,0,36.1874,7,1997,1,0,0,423.4488
946,10.695,1,0.01141595,6,74.0038,3,1987,2,1,0,1034.6532
466,17.85,0,0.018023997,9,95.9094,7,1997,1,0,0,2285.0256
471,19.75,0,0.012499004,3,188.0872,1,2009,0,1,1,2458.1336
1319,7.97,0,0.036045991,15,107.5596,2,1998,1,1,2,431.4384
1533,7.685,0,0.044607722,9,145.976,9,1985,1,0,2,585.904
366,15.7,0,0.16098885,4,57.8562,5,2002,1,2,0,651.8182
1278,15.1,0,0.055793586,4,139.7496,3,1987,2,1,0,3952.1888
1069,6.63,1,0.104445322,5,167.25,1,2009,0,1,1,1830.95
449,8.6,0,0.032687702,9,140.9154,5,2002,1,2,0,1134.5232
1070,19.25,1,0.026949462999999996,2,197.71099999999998,4,1985,0,1,3,4910.275
1059,13.0,0,0.041909345,4,255.0014,5,2002,1,2,0,5865.0322
282,5.98,0,0.04363058,3,148.2418,0,1999,0,0,0,1618.5598
1457,6.03,0,0.025577903666666662,0,175.1028,0,1999,0,0,0,1593.9252
718,13.8,1,0.014793124,11,88.5172,1,2009,0,1,1,2408.8644
1023,16.5,1,0.065928735,8,183.0292,4,1985,0,1,3,8209.314
355,13.65,0,0.01583438,12,228.5668,4,1985,0,1,3,3225.1352
909,16.1,1,0.159728395,7,34.3558,7,1997,1,0,0,271.6464
1402,20.1,0,0.014925407,9,143.4154,3,1987,2,1,0,3545.385
696,9.17,0,0.10289312099999999,5,141.947,3,1987,2,1,0,4008.116
885,10.895,0,0.020951848000000002,9,255.3672,7,1997,1,0,0,767.0016
975,5.325,1,0.1575039298,0,55.8298,8,2004,1,2,0,485.3682
1529,12.85,0,0.10810260599999999,3,233.3642,3,1987,2,1,0,3950.1914
164,11.3,0,0.007292915833333333,2,196.8426,9,1985,1,0,2,593.2278
490,15.35,0,0.073697713,1,91.912,6,2007,1,2,0,559.2719999999999
964,16.7,1,0.091437584,13,64.3168,2,1998,1,1,2,127.8336
1385,13.3,0,0.009581155,6,64.95100000000001,7,1997,1,0,0,1644.526
644,17.35,0,0.035997636,14,78.6618,9,1985,1,0,2,80.5618
275,6.67,1,0.12332588,6,90.2514,3,1987,2,1,0,974.0654
1446,20.5,1,0.112584813,3,192.0478,0,1999,0,0,0,1549.9824
1259,15.1,1,0.019930418000000002,7,131.531,8,2004,1,2,0,2856.282
1504,17.0,0,0.126244059,4,124.6362,7,1997,1,0,0,3900.9222
978,8.42,1,0.030905215,11,227.6352,5,2002,1,2,0,2748.4224
1208,15.2,1,0.104365283,3,177.1054,6,2007,1,2,0,3151.8972
633,17.0,0,0.087387669,9,125.073,2,1998,1,1,2,369.519
1300,17.6,1,0.053481818,13,47.806000000000004,6,2007,1,2,0,1071.938
853,18.0,0,0.073306615,11,155.0972,0,1999,0,0,0,3894.93
21,14.6,0,0.043021542,4,196.9084,2,1998,1,1,2,595.2252
1490,5.8,0,0.13169655,0,89.4172,6,2007,1,2,0,2498.0816
288,9.8,0,0.09083415800000001,14,192.2478,1,2009,0,1,1,4068.7038
215,17.25,0,0.19875618,4,250.7724,9,1985,1,0,2,251.6724
589,14.3,0,0.026321701,7,77.6302,7,1997,1,0,0,950.7624
163,11.1,0,0.176215665,5,158.8604,7,1997,1,0,0,2693.8268
1074,17.0,0,0.136008489,3,171.7106,5,2002,1,2,0,1711.106
1413,18.6,1,0.17174348,2,48.8376,0,1999,0,0,0,1294.3152
389,8.895,1,0.08154715,6,49.8008,6,2007,1,2,0,759.012
608,6.28,0,0.027570939,1,86.6198,4,1985,0,1,3,2529.3742
173,10.3,0,0.14676789699999998,2,102.3648,1,2009,0,1,1,1557.9720000000002
317,19.25,1,0.03467086,11,141.8496,3,1987,2,1,0,2399.5432
